time_step,station_id,is_parallel,cycle_time,queue_length,throughput,torque_nm,vibration_hz,temperature_c,equipment_wear,ambient_humidity,part_defect_risk,bottleneck_risk,defect_risk
450,1,0,48.67964264410632,3,9.319235887702442,56.21347367448155,128.6731400225496,67.06514691587468,0.4096165025338207,56.52414731219381,0.05,0,0
450,2,0,47.25152884353178,2,10.128176466376626,56.01645329336538,138.53765175898732,64.46818704570185,0.3780781782178307,56.52414731219381,0.05,0,0
450,3,0,48.116338475712425,2,8.82080417516789,48.69082562813583,129.01397001924823,68.72389595907529,0.4077688493790583,56.52414731219381,0.05,0,0
450,4,0,48.71025419113367,2,9.32044210558926,55.285395937736986,129.65886131633908,63.87903364342181,0.413611006377303,56.52414731219381,0.05,0,0
450,5,0,47.23124988320082,3,10.642583110322883,,,,0.3932764395801627,56.52414731219381,0.05,0,0
450,6,0,47.70636196131277,2,9.428748996187055,56.539287185318166,126.42039052497682,67.34478882404963,0.4263954226479465,56.52414731219381,0.05,0,0
450,7,0,48.49765170407683,4,12.945271717315864,,,,0.389166925481483,56.52414731219381,0.05,0,0
450,8,0,47.958867379502536,5,11.756359097642818,54.84353391988502,152.1422382583457,69.01235732382686,0.4169492032424423,56.52414731219381,0.05,0,0
450,9,0,49.1742499815095,1,9.9200009425608,56.83724222454868,136.86563068989014,65.77763842612735,0.436878236464036,56.52414731219381,0.05,0,0
450,10,0,48.38512241850391,0,8.46533296551439,52.93170123699319,124.50246198989336,69.44746046504419,0.399975024204152,56.52414731219381,0.05,0,0
450,11,0,47.84977474510387,1,10.654261820398323,60.9455029268031,134.32356607795649,63.60192718730594,0.4423095500643032,56.52414731219381,0.05,0,0
450,12,0,48.180685770201634,3,11.39057185087314,56.017322740728055,120.75032194033108,66.60365695306962,0.4046225130589138,56.52414731219381,0.05,0,0
450,13,0,48.3161623642382,2,9.66234216031649,,,,0.3914619355525497,56.52414731219381,0.05,0,0
450,14,0,48.390548595762034,4,8.98761926056151,48.16552412646537,132.90126000719837,66.0722098211038,0.4184165940827412,56.52414731219381,0.05,0,0
450,15,0,48.0205886735564,4,9.31118034363439,54.24232865256336,118.29163398042654,64.70782767711397,0.4045605313976826,56.52414731219381,0.05,0,0
450,16,0,47.944857262639154,3,10.348274937848956,,,,0.4179897015289071,56.52414731219381,0.05,0,0
450,17,0,47.91277302795552,2,10.76693176626049,,,,0.3956233907968722,56.52414731219381,0.05,0,0
450,18,1,48.69362418489143,1,4.717134354284895,52.706599930345895,129.37197929024563,65.8552136154112,0.3932060858851864,56.52414731219381,0.05,0,0
450,19,1,47.76460555280877,3,5.809914188103061,54.76535207616391,122.8973234624212,64.94400467915844,0.4042515301801777,56.52414731219381,0.05,0,0
450,20,0,66.30260274146133,12,9.591908696813288,,,,0.7895118011538951,56.52414731219381,0.05,1,0
450,21,0,48.62760889926838,0,0.0,50.45255506675821,128.14636118974911,65.7000516136912,0.3964818082727983,56.52414731219381,0.05,0,0
450,22,0,48.50566146880246,3,8.69834765782347,48.49959957599097,128.91787531201845,69.66943828348603,0.4081934270168869,56.52414731219381,0.05,0,0
450,23,0,48.811830358276325,3,8.847150803595559,52.826672604668616,133.77176070093267,63.89434197585939,0.3726538386658704,56.52414731219381,0.05,0,0
450,24,0,48.12588366301916,5,10.185876320932794,55.65562976249545,133.52712102632623,66.16481134370275,0.404526548803627,56.52414731219381,0.05,0,0
450,25,0,48.465076917744085,2,11.268968464058863,62.42194934277512,126.79062741167678,67.06920468101517,0.429845235216587,56.52414731219381,0.05,0,0
450,26,0,47.03281352173031,3,11.32756003570406,55.118274203104846,134.53762646039766,67.89231059543327,0.4357626658551894,56.52414731219381,0.05,0,0
450,27,0,46.16044392553232,2,8.96916540552453,,,,0.4137632217065741,56.52414731219381,0.05,0,0
450,28,0,49.76515926873613,0,8.078662357737354,,,,0.4301020797725457,56.52414731219381,0.05,0,0
450,29,0,43.84497371226524,2,9.38246364620703,54.96068439319481,135.3254399120789,65.88132713651774,0.4240006971486976,56.52414731219381,0.05,0,0
450,30,0,47.46377797058477,3,9.763458851268254,61.172484516228494,127.23791952006252,69.18659042772187,0.4170235090472461,56.52414731219381,0.05,0,0
450,31,0,48.02355716474312,3,10.085122049675771,55.32026329035113,135.80579071857275,69.35045821910978,0.3980278277610991,56.52414731219381,0.05,0,0
450,32,0,47.70070551675431,5,10.881350421262203,52.28760806317423,115.80021823951718,65.30875974425653,0.4475317025532456,56.52414731219381,0.05,0,0
450,33,1,47.31771460866261,2,4.744923389014067,57.45613565371188,142.17116634049282,66.91460432817712,0.3934853560672446,56.52414731219381,0.05,0,0
450,34,1,46.890143977504536,4,5.178530408222009,56.563819592364055,128.4164601091049,67.48347619106853,0.4287726373026985,56.52414731219381,0.05,0,0
450,35,0,48.41985449208693,3,8.775907817121697,49.51408583951277,126.28524232576756,67.61246778760733,0.4262502720049436,56.52414731219381,0.05,0,0
450,36,0,49.10098712245005,3,10.10977850667151,49.94735096600614,118.70100515066386,67.03305001228772,0.4103603216980908,56.52414731219381,0.05,0,0
450,37,0,48.2569489724874,2,8.606872783932348,56.031933801268345,131.12199422387155,62.3911717580692,0.4270045527044336,56.52414731219381,0.05,0,0
450,38,0,48.75496949539767,1,9.356864889659718,,,,0.4296004126803601,56.52414731219381,0.05,0,0
450,39,0,48.24702458849893,4,8.828532425325548,61.70402704695248,135.17532485238257,66.8858704470337,0.4323784856062949,56.52414731219381,0.05,0,0
450,40,0,47.88038482512009,2,9.541833718150384,,,,0.4301548411631528,56.52414731219381,0.05,0,0
451,1,0,48.94451443909872,2,9.492468157014205,56.03351336626901,134.21950373274268,68.8196824688333,0.4204675972485182,59.62135700455572,0.05,0,0
451,2,0,48.08430674252457,2,8.766786029571659,50.721899348042754,133.50694470947604,66.01478474237871,0.4103561199957948,59.62135700455572,0.05,0,0
451,3,0,47.490081117638766,4,9.337880041339224,58.78541414265973,132.48202582740518,66.74804113741656,0.3943399276574106,59.62135700455572,0.05,0,0
451,4,0,48.43443179594695,3,11.213822290469112,52.359476269842816,140.2297698595715,64.89828899501234,0.3906069995929254,59.62135700455572,0.05,0,0
451,5,0,47.1766783187627,3,9.70462927360399,,,,0.3989084659745978,59.62135700455572,0.05,0,0
451,6,0,48.741392881926856,2,11.64619000191825,59.67778911465961,125.6831953054262,68.40241065705297,0.3973299032702322,59.62135700455572,0.05,0,0
451,7,0,47.99252083543234,2,10.029756120950507,,,,0.3839545110551716,59.62135700455572,0.05,0,0
451,8,0,49.09046918353368,3,11.214932439993326,52.29831180699868,140.23910937611194,69.18336865603652,0.3947139178124449,59.62135700455572,0.05,0,0
451,9,0,48.85924469582327,1,9.71428405549931,58.117197767708106,119.07773696464452,65.82348030915391,0.4010059368791043,59.62135700455572,0.05,0,0
451,10,0,48.70937472800168,3,10.02122088229095,54.71402843833215,126.07621535463586,62.48780118205652,0.4416206067437309,59.62135700455572,0.05,0,0
451,11,0,49.5887438480425,2,10.783132684874262,57.65185343501891,132.0562325653379,66.18649467767611,0.4385169812019319,59.62135700455572,0.05,0,0
451,12,0,48.23836034146389,3,10.421837204181632,60.279258824101525,130.9985288576986,66.88705602022705,0.3657884014948239,59.62135700455572,0.05,0,0
451,13,0,48.07595137880288,2,9.15228730995041,,,,0.4066743488812464,59.62135700455572,0.05,0,0
451,14,0,47.60335093346431,2,9.462075252512362,54.28682325506411,124.5528896087035,66.19266130945613,0.3931363086390914,59.62135700455572,0.05,0,0
451,15,0,48.12110747528848,3,8.577700469215658,54.15841283738038,128.9267550014125,65.6562068895889,0.4398017009291236,59.62135700455572,0.05,0,0
451,16,0,49.17971557932682,2,9.284421641323036,,,,0.4180153093311201,59.62135700455572,0.05,0,0
451,17,0,48.00803388833991,1,10.740193051345758,,,,0.4257878270014367,59.62135700455572,0.05,0,0
