cycle_time_sec,queue_length,utilization_pct,machine_drift_score,bottleneck_risk
42.993428306022466,4,77.45131067668548,0.06391312233313734,0
41.72347139765763,3,82.12462925744455,0.1088410436069699,0
43.29537707620138,4,76.0621074626264,0.07266599577063673,0
45.04605971281605,3,75.60242398004924,0.08641724448369734,0
41.53169325055333,3,76.5517694334539,0.18367260451492687,0
41.53172608610164,3,75.14001417522387,0.16702305258951738,0
45.15842563101478,4,78.36801094798439,0.03502093815362012,0
43.53486945830582,3,82.87403537540868,0.14148662089395875,0
41.0610512281301,5,78.96923781934808,0.1405698277245796,0
43.08512008717193,3,77.24293949362114,0.042586835562369085,0
41.073164614375074,3,77.12456619325337,0.14093888218774303,0
41.06854049285948,3,73.31042757391003,0.17689659592062765,0
42.48392454313207,5,80.64932933144148,0.04387275968777931,0
38.1734395106844,4,77.76648840896159,0.05412485894928682,0
38.550164334973935,5,77.45856025922812,0.15088307334217513,0
40.875424941518055,2,87.57932270353459,0.1135747655412824,0
39.97433775933115,4,78.89625872509706,0.12757381376197618,0
42.628494665190544,4,75.74462684971445,0.11702946082002484,0
40.18395184895758,4,76.72092721138337,0.11953479604640721,0
39.17539259732942,5,81.44533712759026,0.03367639358444585,0
44.93129753784311,3,78.3398112316133,0.15236588533107243,0
41.54844739902693,5,73.6851660650479,0.1584794996213887,0
42.13505640937585,6,80.7576868037256,0.08853046279659862,0
39.15050362757309,3,75.99556774338302,0.09782615250930689,0
40.91123455094964,3,83.61989332865264,0.023444624872213896,0
42.22184517941973,5,81.24014419714395,0.12571273780089176,0
39.6980128451554,5,76.65803431302375,0.1286028720857072,0
42.75139603669135,3,81.84304908520534,0.09689044915003446,0
40.79872262016239,3,78.20356653158221,0.15621766799352516,0
41.41661250041345,3,80.55832102536665,0.08329613845100298,0
40.79658677554121,2,79.45419845188343,0.12823029629468002,0
45.70455636901787,3,75.46093003502737,0.049016783065394226,0
41.973005550524135,2,76.06935050304762,0.0988223924562881,0
39.8845781420882,3,81.08988245274348,0.09128228710485821,0
43.64508982420638,3,76.99567400368038,0.11126539610204708,0
39.558312700057954,4,76.78905461027401,0.08152365355833208,0
42.41772719000951,5,75.13463226195194,0.09342637021641662,0
38.08065975224045,3,79.27079719678038,0.14130235857207532,0
39.34362790220314,4,84.18757475772944,0.07816178813808913,0
42.39372247173824,3,74.79740125723718,0.01967114496306603,0
43.47693315999082,3,78.07265837001827,0.18747919521027104,0
42.34273656237994,4,82.23666166624629,0.16907270393452434,0
41.76870343522352,2,77.76107582626285,0.03538686524471907,0
41.39779260882142,4,79.35711538874921,0.13448539026225972,0
39.04295601926515,4,74.81281941555936,0.07485126147243285,0
40.560311583210584,4,79.28492129162295,0.11317436076655299,0
41.07872245808043,4,77.43856720498636,0.11471120645067469,0
44.11424445243783,6,80.95718998703958,0.08827960998418391,0
42.68723657913692,3,81.56215815469426,0.06081171672068018,0
38.47391968927453,3,85.76869092605584,0.06547294738418703,0
42.64816793878959,3,79.73889951964073,0.05419040422593788,0
41.22983543916737,3,78.9773889497465,0.058408889588477765,0
40.646155999388085,3,78.583152904732,0.09664108549753224,0
43.22335257768174,5,76.94050112156793,0.06421200054446241,0
44.0619990449919,5,79.01545153038508,0.134102603285631,0
43.8625602382324,3,77.11379576958291,0.17436230776679637,0
40.32156495355472,3,78.50538292880884,0.07099733793149786,0
41.38157524829757,4,81.95279260682388,0.11197022502676886,0
42.66252686280713,3,74.98037230416108,0.12498425551514669,0
43.95109025424472,4,81.41963568338714,0.12360011354596373,0
41.04165152430942,4,81.9513452020196,0.10379776339580438,0
41.62868204667237,2,77.64579441902676,0.13713412091798613,0
